id,target
1598,1
1606,1
1612,0
1616,0
1620,0
1624,0
1629,0
1630,1
1635,1
1640,1
1641,1
1642,1
1651,1
1655,1
1656,1
1659,1
1664,1
1667,1
1668,1
1674,1
1678,0
1680,1
1681,0
1682,1
1685,1
1695,1
1696,0
1697,0
1704,1
1708,0
1711,1
1713,1
1714,0
1717,0
1729,1
1730,1
1732,1
1734,1
1736,1
1738,0
1742,0
1743,0
1746,1
1748,0
1749,0
1751,1
1758,1
1764,1
1765,0
1777,1
1778,1
1781,1
1782,0
1783,1
1785,1
1788,1
1793,1
1794,0
1795,0
1797,0
1800,0
1801,1
1805,0
1806,1
1819,1
1820,0
1825,0
1828,0
1829,0
1830,1
1839,1
1843,1
1844,1
1846,0
1849,0
1850,1
1854,0
1855,0
1858,0
1859,1
1862,0
1867,1
1868,0
1871,0
1872,0
1874,1
1876,0
1879,0
1884,1
1891,0
1894,1
1896,0
1902,1
1903,0
1904,0
1906,0
1907,0
1912,0
1913,1
1923,0
1926,0
1928,0
1930,1
1931,0
1934,1
1936,0
1944,1
1946,0
1947,0
1958,1
1964,0
1970,1
1974,0
1977,1
1978,1
1982,1
1984,0
1988,0
1993,0
1997,1
1998,1
2002,0
2004,0
2005,0
2008,1
2011,0
2013,0
2018,0
2021,0
2025,1
2029,1
2030,0
2032,1
2037,0
2041,0
2044,0
2048,0
2052,1
2053,0
2054,0
2062,0
2065,0
2066,0
2072,1
2079,0
2080,0
2085,0
2088,0
2090,0
2092,0
2093,0
2101,1
2104,0
2105,1
2106,0
2107,0
2120,1
2124,0
2127,0
2130,0
2132,0
2135,0
2137,0
2140,0
2143,1
2147,0
2151,0
2152,0
2155,0
2156,0
2162,0
2165,0
2166,1
2167,0
2168,1
2170,0
2178,1
2180,0
2182,0
2184,1
2185,0
2187,0
2196,0
2197,0
2199,0
2200,0
2201,0
2202,1
2206,0
2208,0
2218,1
2223,0
2224,1
2226,0
2228,0
2232,0
2234,0
2243,1
2247,0
2249,0
2252,0
2253,0
2259,1
2261,0
2264,1
2268,0
2269,0
2270,0
2276,1
2283,1
2287,1
2290,0
2291,0
2293,0
2295,0
2302,1
2305,0
2310,0
2313,0
2316,0
2320,0
2322,0
2323,1
2326,0
2328,1
2331,0
2335,1
2338,0
2343,0
2344,0
2345,0
2353,0
2355,0
2357,0
2360,0
2365,1
2369,1
2371,0
2378,0
2380,1
2381,0
2383,0
2384,1
2392,0
2393,0
2401,1
2403,1
2404,0
2405,0
2407,0
2411,0
2424,1
2426,0
2431,0
2433,0
2434,1
2436,0
2439,0
2444,0
2447,0
2448,0
2449,0
2450,0
2461,1
2469,1
2472,1
2473,1
2474,0
2477,1
2481,0
2484,1
2495,0
2503,1
2509,1
2511,1
2518,1
2522,0
2525,1
2526,0
2529,0
2533,0
2549,0
2551,0
2558,1
2562,0
2563,1
2567,0
2574,1
2577,0
2578,0
2580,0
2581,1
2583,0
2584,1
2586,1
2589,0
2595,0
2596,0
2600,1
2601,0
2607,0
2610,1
2613,1
2615,1
2618,0
2620,0
2623,1
2626,0
2630,0
2634,1
2636,1
2638,1
2639,0
2646,0
2650,1
2652,0
2653,0
2654,0
2662,0
2665,0
2669,0
2674,0
2678,0
2681,0
2685,1
2686,0
2690,0
2697,0
2699,1
2704,0
2705,0
2710,0
2712,0
2713,0
2716,0
2717,0
2718,0
2721,0
2722,0
2735,0
2737,1
2738,0
2742,1
2745,0
2746,0
2747,0
2750,0
2751,1
2754,0
2762,0
2764,1
2772,0
2775,0
2776,0
2779,0
2781,0
2789,0
2790,0
2791,0
2798,0
2800,0
2804,0
2805,0
2806,0
2809,0
2810,0
2812,0
2814,1
2816,1
2818,0
2823,0
2824,1
2834,1
2837,0
2840,0
2845,1
2847,1
2848,0
2850,0
2859,0
2862,0
2868,0
2874,0
2876,0
2892,0
2894,0
2897,1
2901,0
2903,0
2904,1
2906,0
2914,0
2918,1
2919,0
2923,0
2926,1
2928,0
2930,0
2938,0
2940,0
2949,1
2951,0
2958,0
2961,1
2962,0
2964,0
2966,0
2967,1
2968,0
2972,1
2977,0
2978,0
2979,0
2981,1
2985,0
2986,1
2989,1
2994,0
2996,1
2997,0
2999,0
3002,1
3007,1
3008,0
3017,0
3020,1
3024,0
3028,0
3031,1
3032,0
3033,0
3035,0
3040,0
3041,0
3046,1
3050,1
3063,0
3065,1
3067,0
3069,1
3076,0
3078,1
3081,0
3087,0
3088,0
3094,1
3096,0
3098,0
3103,0
3110,1
3113,1
3121,1
3127,1
3128,1
3129,1
3135,1
3143,0
3146,1
3148,1
3149,1
3151,1
3156,0
3160,1
3164,0
3169,0
3178,0
3187,0
3194,0
3202,0
3203,0
3204,1
3206,1
3207,1
3208,1
3209,1
3213,1
3214,0
3215,1
3220,1
3223,0
3224,1
3226,0
3228,0
3230,1
3232,1
3233,1
3234,0
3238,1
3246,0
3247,1
3250,0
3251,0
3254,0
3257,0
3258,0
3261,1
3267,0
3268,1
3269,0
3271,1
3272,0
3273,0
3279,1
3290,0
3291,1
3293,0
3294,1
3298,0
3305,1
3306,0
3307,0
3310,0
3313,0
3314,0
3315,0
3316,0
3321,0
3325,1
3326,0
3327,1
3330,0
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,1
3352,0
3353,1
3354,0
3358,0
3360,0
3366,0
3371,0
3374,1
3375,1
3378,0
3382,0
3384,0
3385,0
3386,0
3392,1
3399,0
3407,0
3409,0
3416,1
3420,1
3422,1
3424,0
3426,1
3427,0
3434,0
3438,0
3441,0
3442,0
3443,0
3444,0
3449,0
3453,1
3454,0
3456,0
3457,1
3458,1
3461,0
3467,1
3479,1
3488,1
3491,0
3496,1
3502,0
3507,1
3511,0
3515,1
3516,1
3538,0
3539,0
3541,0
3545,1
3546,1
3547,0
3551,1
3553,1
3556,0
3558,1
3559,0
3561,1
3562,0
3563,0
3564,0
3571,1
3574,0
3576,0
3577,0
3579,0
3580,1
3586,0
3590,0
3599,0
3600,0
3601,0
3605,0
3606,0
3612,0
3614,0
3615,0
3616,0
3620,1
3622,1
3624,0
3630,0
3644,0
3649,0
3651,0
3654,1
3665,0
3668,0
3671,0
3672,0
3673,0
3677,0
3678,0
3687,1
3688,1
3693,0
3698,0
3699,1
3701,1
3703,1
3706,0
3707,1
3709,0
3711,0
3714,0
3716,1
3720,1
3728,1
3731,1
3732,0
3733,0
3734,0
3740,0
3746,0
3749,0
3751,0
3755,0
3757,0
3762,0
3767,0
3769,0
3779,0
3781,1
3782,0
3783,0
3784,0
3790,0
3791,0
3792,0
3794,0
3799,0
3801,1
3804,0
3808,0
3809,1
3811,0
3813,0
3817,0
3818,0
3823,1
3843,0
3844,1
3846,1
3847,0
3852,0
3854,0
3856,0
3863,1
3865,0
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,1
3886,0
3890,1
3891,0
3898,1
3902,0
3909,0
3910,0
3912,0
3915,1
3918,0
3920,1
3925,1
3928,1
3929,0
3930,1
3931,0
3934,0
3939,1
3941,0
3942,0
3943,0
3946,0
3963,0
3965,1
3966,0
3971,0
3972,0
3974,1
3976,0
3978,0
3981,0
3985,0
3986,0
3987,0
3988,1
3991,1
3999,0
4001,1
4002,0
4004,0
4007,0
4009,0
4013,0
4015,1
4016,0
4023,0
4031,0
4035,0
4036,0
4037,0
4040,1
4048,0
4053,1
4056,1
4059,0
4066,0
4067,0
4069,0
4070,0
4071,0
4073,0
4074,0
4075,0
4082,1
4090,1
4099,0
4102,0
4106,0
4109,0
4110,0
4115,0
4118,0
4120,0
4125,0
4126,1
4130,0
4134,0
4136,0
4137,0
4144,0
4148,0
4151,0
4155,0
4162,0
4165,0
4169,0
4174,0
4179,0
4185,0
4186,1
4187,0
4188,1
4190,0
4192,0
4193,1
4194,0
4195,1
4196,0
4207,1
4208,0
4215,1
4217,0
4222,0
4223,1
4226,0
4228,0
4229,0
4231,1
4234,1
4236,0
4249,1
4254,1
4258,0
4259,0
4263,0
4267,0
4277,0
4278,0
4280,0
4283,0
4285,1
4286,1
4287,0
4290,0
4291,0
4294,0
4302,1
4308,0
4310,0
4311,0
4315,1
4316,0
4319,1
4331,0
4338,0
4339,1
4340,0
4344,0
4346,0
4347,0
4360,0
4364,1
4367,0
4369,0
4370,0
4371,0
4380,0
4386,0
4389,0
4390,0
4394,0
4399,0
4400,0
4404,0
4409,0
4414,0
4417,0
4418,0
4419,1
4420,0
4422,0
4429,1
4431,0
4433,0
4434,0
4439,0
4443,0
4446,0
4447,0
4453,0
4460,0
4461,0
4462,0
4467,0
4469,0
4473,0
4474,0
4475,0
4477,0
4481,0
4483,0
4484,0
4485,0
4495,1
4497,0
4500,0
4501,0
4502,0
4505,0
4506,0
4510,0
4512,0
4513,0
4532,0
4535,1
4536,0
4540,0
4545,0
4552,0
4554,0
4555,0
4558,1
4559,0
4560,1
4566,0
4570,0
4572,1
4574,0
4581,0
4583,0
4586,0
4591,1
4594,0
4603,0
4605,0
4612,0
4613,0
4615,0
4618,0
4621,1
4623,0
4626,1
4629,0
4633,1
4636,0
4638,0
4640,0
4643,0
4645,0
4647,0
4648,0
4651,1
4652,0
4653,1
4654,1
4660,1
4662,1
4663,0
4665,0
4668,0
4676,1
4683,1
4685,1
4686,1
4701,0
4718,0
4721,1
4727,0
4728,0
4733,1
4741,0
4743,0
4746,0
4751,0
4756,0
4761,0
4763,0
4764,0
4767,1
4772,0
4776,1
4780,1
4781,1
4792,1
4796,0
4801,0
4804,1
4805,0
4806,1
4811,0
4815,1
4816,0
4817,1
4818,1
4822,0
4824,1
4827,0
4837,1
4838,1
4839,0
4841,0
4851,0
4855,1
4861,0
4862,1
4863,0
4865,0
4871,0
4873,0
4880,0
4885,1
4886,0
4902,0
4904,1
4907,0
4916,1
4921,0
4925,1
4927,0
4928,0
4930,0
4932,0
4933,0
4937,0
4939,1
4941,1
4942,0
4947,0
4949,0
4950,0
4956,0
4960,0
4963,0
4965,0
4976,1
4977,1
4987,0
4991,0
4994,0
4999,0
5003,0
5006,0
5009,0
5011,0
5012,1
5014,0
5020,0
5021,0
5023,1
5026,0
5030,0
5031,1
5036,0
5042,0
5045,0
5048,0
5051,0
5053,0
5054,1
5057,0
5058,0
5066,0
5070,1
5077,0
5081,0
5084,1
5086,0
5090,0
5091,0
5093,1
5100,0
5108,1
5111,0
5112,0
5118,0
5121,1
5123,1
5129,0
5133,1
5143,0
5147,1
5151,1
5156,0
5158,1
5161,0
5163,1
5167,0
5173,0
5205,0
5214,0
5215,0
5216,0
5217,0
5225,0
5237,0
5239,1
5240,1
5241,0
5246,0
5250,1
5253,0
5258,0
5261,0
5268,1
5275,0
5277,0
5279,0
5288,1
5289,0
5294,1
5303,0
5307,0
5311,0
5312,0
5314,0
5318,1
5327,1
5329,0
5333,0
5334,0
5340,1
5348,0
5358,0
5360,0
5361,0
5363,0
5364,1
5369,1
5370,0
5374,0
5376,0
5388,0
5390,1
5393,0
5394,0
5395,0
5398,1
5399,0
5401,0
5402,1
5405,1
5414,0
5415,0
5419,0
5421,0
5422,1
5424,1
5427,0
5429,0
5431,1
5433,0
5434,0
5435,0
5436,1
5438,1
5440,0
5441,1
5447,0
5451,0
5453,1
5456,0
5457,1
5463,0
5464,1
5470,0
5472,0
5474,1
5478,0
5483,0
5490,0
5500,0
5504,0
5508,0
5511,0
5512,0
5513,0
5516,0
5523,0
5527,0
5530,0
5533,0
5536,0
5537,0
5542,0
5543,0
5546,0
5549,0
5550,1
5551,0
5562,0
5566,0
5568,0
5571,0
5572,1
5574,1
5583,0
5585,1
5591,1
5596,1
5597,0
5601,1
5606,1
5607,0
5610,0
5615,0
5616,0
5623,1
5630,0
5636,0
5637,0
5639,0
5640,0
5643,0
5648,0
5649,0
5660,0
5666,0
5667,1
5678,1
5679,1
5681,1
5682,0
5691,1
5696,1
5697,0
5700,0
5701,0
5702,0
5708,0
5709,1
5718,0
5723,0
5725,0
5728,0
5731,0
5735,0
5737,1
5738,1
5742,1
5747,0
5749,0
5750,1
5755,1
5756,1
5761,1
5762,1
5767,1
5768,0
5770,1
5773,0
5774,0
5779,0
5782,0
5785,0
5786,0
5787,1
5788,0
5796,0
5802,0
5806,1
5809,0
5810,0
5811,1
5813,1
5820,0
5823,1
5830,0
5831,0
5838,0
5839,0
5844,0
5846,0
5851,0
5852,1
5857,1
5859,0
5860,0
5862,1
5865,0
5866,1
5871,0
5872,0
5877,0
5878,0
5879,0
5880,0
5895,1
5897,0
5910,0
5914,0
5915,0
5917,1
5924,0
5926,0
5931,1
5936,0
5940,1
5941,0
5945,0
5946,0
5948,0
5951,0
5967,0
5968,0
5969,0
5970,0
5971,0
5973,0
5976,0
5977,0
5984,0
5986,0
5993,0
5994,0
6005,0
6006,0
6008,0
6010,0
6011,0
6014,0
6016,0
6018,0
6021,0
6025,0
6028,0
6029,0
6035,0
6040,0
6042,0
6044,1
6046,1
6052,0
6054,1
6062,0
6063,1
6067,0
6068,0
6077,0
6079,1
6080,0
6081,0
6082,1
6089,0
6095,1
6101,1
6107,0
6114,1
6117,1
6121,0
6122,1
6124,0
6129,1
6131,1
6136,1
6139,0
6142,1
6143,1
6144,1
6149,1
6155,1
6157,0
6158,0
6161,0
6168,0
6172,0
6176,0
6177,0
6179,1
6180,1
6182,0
6186,0
6189,0
6190,0
6194,1
6204,1
6205,0
6209,1
6210,0
6212,0
6214,1
6221,1
6225,1
6228,0
6229,0
6231,0
6235,0
6236,1
6237,1
6238,1
6239,1
6242,1
6249,1
6250,1
6251,1
6252,1
6260,0
6264,0
6266,0
6270,1
6275,1
6279,0
6280,1
6284,1
6285,0
6286,0
6287,1
6288,0
6289,0
6290,0
6291,0
6295,0
6298,0
6307,0
6308,1
6309,1
6313,0
6316,0
6319,0
6321,0
6324,0
6327,0
6333,0
6351,0
6352,1
6353,0
6357,1
6359,0
6360,0
6364,0
6367,1
6368,0
6377,0
6378,0
6379,0
6381,1
6390,0
6401,0
6408,0
6409,0
6411,0
6419,1
6424,0
6426,0
6428,0
6431,0
6432,0
6433,0
6435,1
6437,0
6439,1
6442,0
6444,1
6447,0
6456,0
6457,0
6460,0
6468,0
6471,1
6475,0
6476,1
6479,1
6483,1
6487,0
6488,0
6489,0
6496,0
6498,0
6502,0
6503,0
6507,0
6508,1
6509,0
6517,0
6521,0
6522,0
6524,0
6526,0
6531,0
6533,0
6538,1
6539,1
6544,1
6557,0
6558,0
6562,1
6563,0
6564,0
6574,0
6578,0
6581,0
6584,0
6587,1
6589,0
6590,0
6592,0
6595,0
6599,0
6600,1
6606,0
6609,0
6612,0
6615,1
6618,0
6620,1
6623,1
6633,0
6639,0
6640,0
6641,0
6645,0
6650,0
6651,1
6652,0
6657,0
6659,0
6666,0
6671,1
6673,0
6674,0
6677,0
6680,0
6684,0
6685,0
6691,0
6692,0
6696,0
6698,0
6704,0
6705,0
6710,0
6713,0
6715,0
6717,0
6718,0
6720,0
6728,1
6732,1
6733,0
6739,0
6740,1
6741,0
6743,0
6747,0
6750,0
6752,0
6753,1
6755,0
6761,0
6763,0
6768,0
6770,0
6771,0
6777,1
6778,0
6780,0
6782,0
6786,0
6791,0
6797,0
6798,0
6803,0
6805,1
6812,1
6816,0
6818,1
6822,1
6825,1
6826,1
6827,0
6829,1
6831,1
6836,0
6838,0
6840,0
6842,0
6846,1
6851,1
6853,0
6856,0
6859,0
6865,0
6866,0
6868,1
6869,0
6871,1
6873,1
6886,0
6887,0
6888,0
6889,1
6891,0
6894,1
6895,1
6899,1
6901,0
6902,0
6904,1
6906,1
6922,1
6923,0
6924,0
6927,0
6934,0
6938,0
6941,0
6942,0
6944,1
6947,0
6952,0
6957,0
6958,0
6964,0
6968,0
6969,1
6976,0
6982,1
6986,1
6987,0
6989,0
6991,0
6993,1
6995,0
6997,0
7000,0
7003,0
7004,1
7007,0
7011,1
7014,0
7016,0
7017,0
7020,0
7022,0
7028,0
7033,0
7034,0
7035,0
7038,0
7040,0
7041,0
7042,0
7045,0
7049,0
7055,0
7057,0
7062,1
7064,1
7066,0
7067,0
7072,0
7079,0
7082,0
7083,0
7084,1
7085,0
7087,0
7090,0
7094,1
7096,0
7099,0
7100,0
7101,0
7102,0
7103,0
7107,0
7110,0
7113,0
7117,0
7119,0
7123,1
7127,0
7133,1
7139,0
7143,0
7145,0
7151,0
7152,0
7153,0
7156,1
7162,1
7170,0
7172,0
7177,0
7181,0
7182,0
7189,0
7190,0
7200,1
7207,1
7209,0
7212,0
7216,0
7217,0
7219,0
7220,1
7222,0
7225,0
7233,0
7237,1
7238,0
7239,1
7240,1
7243,1
7245,1
7246,0
7249,1
7257,0
7258,1
7259,1
7262,0
7263,1
7269,0
7271,0
7273,1
7276,1
7279,0
7282,1
7284,1
7293,1
7298,0
7303,0
7304,0
7305,0
7308,0
7313,0
7314,0
7321,0
7322,1
7327,0
7333,0
7336,0
7339,0
7341,0
7346,0
7347,0
7349,0
7351,1
7353,0
7363,1
7364,0
7368,1
7370,0
7375,0
7376,0
7379,0
7382,0
7384,0
7385,0
7387,1
7388,0
7389,0
7394,0
7396,0
7398,0
7399,0
7401,0
7404,0
7406,0
7409,0
7411,0
7417,0
7420,0
7422,0
7423,1
7427,0
7429,0
7432,0
7435,0
7436,1
7440,1
7441,0
7445,0
7448,0
7449,1
7450,0
7454,0
7455,0
7460,0
7462,1
7464,0
7466,0
7468,0
7469,0
7471,0
7472,0
7483,0
7484,0
7485,0
7486,0
7487,0
7489,1
7492,0
7495,1
7499,1
7500,1
7506,1
7508,0
7509,0
7511,1
7516,1
7524,0
7538,1
7539,1
7541,1
7546,1
7549,1
7562,1
7564,1
7567,0
7572,1
7574,1
7575,1
7586,1
7592,1
7596,1
7597,1
7599,0
7606,1
7615,1
7618,0
7620,0
7624,1
7625,1
7629,0
7632,0
7636,0
7637,1
7646,0
7655,0
7658,0
7660,0
7664,0
7665,0
7666,0
7667,0
7673,0
7676,0
7682,1
7684,0
7690,0
7697,0
7700,0
7704,0
7705,1
7706,1
7708,0
7709,0
7710,0
7713,0
7716,0
7726,1
7729,1
7730,1
7732,1
7734,0
7740,0
7741,1
7745,0
7757,1
7762,1
7770,0
7776,0
7777,0
7778,0
7779,0
7782,0
7786,0
7791,0
7792,1
7794,0
7795,0
7796,0
7798,1
7805,0
7806,0
7808,0
7811,1
7814,1
7819,0
7820,1
7825,1
7829,0
7834,0
7836,1
7838,0
7841,1
7845,0
7846,1
7853,1
7856,1
7858,1
7859,0
7866,0
7875,1
7879,0
7884,0
7886,0
7890,1
7892,1
7896,1
7899,0
7900,1
7901,0
7904,0
7911,0
7917,0
7919,0
7920,1
7921,1
7922,0
7925,1
7927,0
7928,1
7931,0
7942,1
7946,1
7947,0
7948,0
7951,0
7956,0
7961,1
7964,1
7966,1
7967,0
7974,1
7975,0
7979,1
7985,1
7986,1
7993,0
7995,1
7997,1
7998,1
8004,1
8007,1
8011,0
8014,0
8022,0
8027,0
8033,0
8041,0
8042,0
8046,0
8048,0
8050,0
8051,0
8052,1
8053,0
8054,0
8059,0
8063,0
8072,1
8075,1
8076,0
8077,1
8078,0
8080,0
8082,0
8086,0
8090,0
8092,0
8093,1
8099,0
8104,1
8107,0
8108,0
8114,1
8115,0
8117,1
8123,1
8124,1
8127,1
8132,0
8134,0
8139,0
8145,1
8148,1
8151,1
8152,1
8153,0
8157,0
8160,1
8166,1
8167,1
8173,0
8174,1
8178,1
8179,0
8185,0
8186,1
8192,0
8193,0
8194,1
8197,0
8198,0
8199,0
8200,0
8206,0
8207,0
8220,0
8222,0
8227,0
8228,1
8229,1
8230,0
8233,0
8248,1
8249,0
8255,0
8260,0
8263,0
8265,0
8268,1
8269,1
8272,0
8273,0
8275,0
8277,0
8281,0
8282,1
8290,0
8293,0
8299,0
8302,0
8303,0
8305,1
8306,0
8307,0
8308,0
8313,0
8316,0
8319,1
8322,0
8323,0
8325,0
8326,0
8327,0
8328,0
8331,0
8333,1
8336,0
8338,0
8340,0
8342,1
8343,1
8353,0
8354,0
8357,1
8358,1
8359,1
8373,0
8376,0
8379,1
8380,0
8381,1
8384,0
8395,1
8398,1
8403,1
8407,1
8413,1
8417,1
8420,1
8421,0
8424,1
8426,1
8427,1
8438,1
8439,0
8442,1
8449,0
8456,0
8460,0
8462,0
8465,0
8466,0
8467,1
8469,1
8470,0
8474,0
8479,0
8481,0
8482,1
8485,0
8488,0
8492,0
8493,0
8495,0
8499,0
8501,0
8519,0
8521,0
8525,0
8527,0
8529,0
8532,0
8534,0
8535,0
8537,0
8544,0
8548,0
8549,0
8552,0
8554,0
8563,0
8564,0
8565,0
8566,1
8568,0
8569,0
8573,0
8583,0
8588,0
8590,0
8592,0
8593,0
8594,0
8597,0
8600,1
8601,1
8602,0
8603,0
8604,0
8605,1
8611,0
8614,0
8616,1
8617,0
8619,0
8626,0
8629,1
8630,0
8632,0
8634,0
8641,0
8645,0
8649,0
8652,0
8666,1
8671,0
8672,0
8675,0
8678,0
8679,0
8682,0
8687,0
8701,0
8703,1
8707,0
8713,0
8716,0
8719,0
8725,1
8730,0
8731,0
8748,0
8749,0
8756,1
8764,0
8765,0
8769,0
8771,0
8772,0
8773,1
8779,0
8792,1
8794,0
8796,1
8798,1
8803,0
8807,0
8809,0
8811,0
8813,0
8814,0
8818,1
8819,0
8820,1
8821,0
8822,0
8824,0
8826,0
8827,0
8828,0
8833,1
8834,0
8845,0
8847,0
8849,1
8861,0
8867,0
8868,0
8870,1
8873,0
8874,1
8876,0
8877,0
8879,0
8882,1
8884,0
8889,0
8891,0
8894,0
8895,0
8897,0
8898,0
8901,0
8904,0
8909,0
8910,0
8911,0
8915,1
8917,0
8918,0
8919,0
8922,0
8925,0
8928,0
8929,0
8930,1
8932,0
8937,1
8940,0
8943,1
8950,0
8951,0
8954,1
8958,0
8960,0
8964,0
8975,0
8977,1
8981,0
8982,1
8984,0
8988,1
8990,0
8991,0
8995,0
8997,0
9003,0
9004,0
9010,1
9011,0
9013,0
9014,1
9015,0
9017,0
9019,1
9021,1
9024,0
9032,0
9035,1
9036,1
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,0
9063,1
9065,0
9066,1
9068,0
9069,1
9070,0
9073,1
9076,1
9091,0
9092,1
9104,1
9105,1
9108,1
9111,1
9115,1
9117,1
9122,1
9125,1
9127,1
9129,1
9133,1
9136,1
9138,1
9140,1
9147,1
9150,1
9152,1
9153,1
9155,1
9158,1
9160,1
9163,1
9165,1
9167,1
9168,1
9170,1
9176,1
9178,1
9184,1
9186,1
9188,1
9189,1
9190,1
9196,1
9198,1
9199,1
9200,1
9201,0
9202,0
9204,1
9205,1
9213,0
9214,1
9224,0
9227,1
9228,1
9229,0
9234,0
9236,0
9241,1
9243,0
9245,0
9256,0
9258,1
9261,0
9274,0
9279,0
9282,1
9284,0
9285,0
9291,1
9295,1
9299,1
9302,1
9304,0
9305,0
9306,0
9310,0
9312,0
9316,0
9318,0
9323,0
9326,0
9327,0
9328,0
9331,0
9335,0
9336,0
9340,0
9349,1
9352,0
9353,0
9354,1
9356,0
9357,1
9358,0
9359,0
9364,0
9366,1
9369,1
9370,0
9379,0
9381,0
9383,0
9389,0
9390,0
9392,0
9394,0
9398,0
9399,0
9400,0
9407,1
9409,0
9412,0
9413,0
9415,0
9419,0
9423,1
9424,1
9426,1
9427,0
9428,1
9429,0
9433,0
9437,0
9440,0
9442,0
9443,0
9444,0
9447,1
9459,0
9461,0
9462,0
9464,0
9473,0
9475,0
9476,0
